order_id,order_date,month,quarter,product_id,product_name,category,customer_id,customer_name,city,region,customer_type,salesperson,channel,quantity,unit_price,discount_pct,discount_amount,revenue,cogs,profit,payment_method,status,rating,return_reason
ORD-2332,2023-01-09,2023-01,Q1-2023,P015,Sticky Notes Bulk,Stationery,C002,Farzana Islam,SMB,Chittagong,SMB,Sabrina Noor,Direct Sales,17,6.14,0,0.0,104.38,86.7,17.68,Mobile Banking,Completed,4.4,
ORD-2490,2023-01-09,2023-01,Q1-2023,P010,Pen Pack,Stationery,C006,Sumaiya Akter,Individual,Dhaka,Individual,Rakib Islam,In-Store,20,3.68,0,0.0,73.6,51.0,22.6,Bank Transfer,Pending,,
ORD-1749,2023-01-10,2023-01,Q1-2023,P013,Headset Pro,Electronics,C002,Farzana Islam,SMB,Chittagong,SMB,Arif Khan,In-Store,18,81.96,0,0.0,1475.28,1071.0,404.28,Card,Returned,4.7,
ORD-1519,2023-01-11,2023-01,Q1-2023,P013,Headset Pro,Electronics,C002,Farzana Islam,SMB,Chittagong,SMB,Sabrina Noor,In-Store,4,85.82,0,0.0,343.28,238.0,105.28,Mobile Banking,Completed,,
ORD-1661,2023-01-12,2023-01,Q1-2023,P011,Whiteboard,Stationery,C005,Kamal Pasha,SMB,Rajshahi,SMB,Arif Khan,In-Store,5,27.05,0,0.0,135.25,106.25,29.0,Bank Transfer,Completed,4.5,
ORD-1766,2023-01-12,2023-01,Q1-2023,P013,Headset Pro,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Arif Khan,In-Store,10,70.44,0,0.0,704.4,595.0,109.4,Mobile Banking,Completed,3.9,
ORD-2013,2023-01-12,2023-01,Q1-2023,P010,Pen Pack,Stationery,C008,Mitu Begum,SMB,Chittagong,SMB,Mohin Uddin,Direct Sales,16,3.62,0,0.0,57.92,40.8,17.12,Bank Transfer,Completed,3.2,
ORD-1180,2023-01-13,2023-01,Q1-2023,P001,Laptop Pro 15,Electronics,C009,Nasim Chowdhury,Dhaka,Dhaka,Individual,Dilnoza Haque,In-Store,9,888.58,0,0.0,7997.22,6120.0,1877.22,Cash,Completed,3.1,
ORD-1223,2023-01-13,2023-01,Q1-2023,P006,Office Chair,Furniture,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Dilnoza Haque,Reseller,11,128.65,20,283.03,1132.12,1215.5,-83.38,Card,Returned,4.4,
ORD-1462,2023-01-13,2023-01,Q1-2023,P007,Standing Desk,Furniture,C002,Farzana Islam,SMB,Chittagong,SMB,Rakib Islam,Reseller,17,215.86,5,183.48,3486.14,3179.0,307.14,Card,Completed,,
ORD-1748,2023-01-13,2023-01,Q1-2023,P010,Pen Pack,Stationery,C002,Farzana Islam,SMB,Chittagong,SMB,Arif Khan,In-Store,13,3.2,0,0.0,41.6,33.15,8.45,Card,Completed,4.8,
ORD-1730,2023-01-14,2023-01,Q1-2023,P013,Headset Pro,Electronics,C011,Imran Ali,Corporate,Dhaka,Corporate,Mohin Uddin,Online,8,67.59,20,108.14,432.58,476.0,-43.42,Bank Transfer,Returned,3.7,
ORD-1901,2023-01-14,2023-01,Q1-2023,P001,Laptop Pro 15,Electronics,C014,Parisa Begum,Corporate,Dhaka,Corporate,Dilnoza Haque,Direct Sales,1,941.23,10,94.12,847.11,680.0,167.11,Cash,Completed,2.6,
ORD-1923,2023-01-14,2023-01,Q1-2023,P010,Pen Pack,Stationery,C005,Kamal Pasha,SMB,Rajshahi,SMB,Arif Khan,Reseller,2,3.43,15,1.03,5.83,5.1,0.73,Mobile Banking,Completed,4.6,
ORD-2403,2023-01-14,2023-01,Q1-2023,P015,Sticky Notes Bulk,Stationery,C013,Zahid Hasan,SMB,Sylhet,SMB,Rakib Islam,In-Store,9,6.5,15,8.78,49.72,45.9,3.82,Bank Transfer,Completed,,
ORD-1400,2023-01-15,2023-01,Q1-2023,P006,Office Chair,Furniture,C012,Shapna Das,Mymensingh,Mymensingh,Individual,Sabrina Noor,In-Store,4,135.4,5,27.08,514.52,442.0,72.52,Card,Pending,3.1,
ORD-1665,2023-01-16,2023-01,Q1-2023,P007,Standing Desk,Furniture,C011,Imran Ali,Corporate,Dhaka,Corporate,Arif Khan,Reseller,11,209.79,0,0.0,2307.69,2057.0,250.69,Mobile Banking,Completed,,
ORD-1789,2023-01-16,2023-01,Q1-2023,P001,Laptop Pro 15,Electronics,C003,Rahim Uddin,Individual,Sylhet,Individual,Mohin Uddin,Reseller,12,961.78,10,1154.14,10387.22,8160.0,2227.22,Mobile Banking,Completed,5.0,
ORD-2419,2023-01-16,2023-01,Q1-2023,P003,USB-C Hub,Electronics,C004,Nusrat Jahan,Dhaka,Dhaka,Corporate,Mohin Uddin,Direct Sales,6,24.33,0,0.0,145.98,102.0,43.98,Bank Transfer,Returned,2.6,
ORD-1176,2023-01-17,2023-01,Q1-2023,P005,Monitor 27in,Electronics,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Sabrina Noor,Reseller,19,224.75,5,213.51,4056.74,3230.0,826.74,Card,Returned,3.1,
ORD-2033,2023-01-17,2023-01,Q1-2023,P002,Wireless Mouse,Electronics,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Mohin Uddin,Reseller,19,12.52,10,23.79,214.09,193.8,20.29,Card,Returned,2.7,
ORD-1516,2023-01-18,2023-01,Q1-2023,P008,Desk Lamp,Furniture,C006,Sumaiya Akter,Individual,Dhaka,Individual,Mohin Uddin,Reseller,10,20.83,0,0.0,208.3,153.0,55.3,Card,Completed,,
ORD-1689,2023-01-18,2023-01,Q1-2023,P011,Whiteboard,Stationery,C006,Sumaiya Akter,Individual,Dhaka,Individual,Dilnoza Haque,In-Store,2,31.02,15,9.31,52.73,42.5,10.23,Bank Transfer,Returned,4.5,
ORD-2170,2023-01-18,2023-01,Q1-2023,P013,Headset Pro,Electronics,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Rakib Islam,In-Store,20,81.46,0,0.0,1629.2,1190.0,439.2,Cash,Returned,3.4,
ORD-1283,2023-01-19,2023-01,Q1-2023,P011,Whiteboard,Stationery,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Arif Khan,Direct Sales,8,25.45,0,0.0,203.6,170.0,33.6,Mobile Banking,Completed,,
ORD-1285,2023-01-20,2023-01,Q1-2023,P004,Mechanical Keyboard,Electronics,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Sabrina Noor,Online,5,55.73,0,0.0,278.65,233.75,44.9,Mobile Banking,Completed,4.1,
ORD-2367,2023-01-21,2023-01,Q1-2023,P012,Webcam HD,Electronics,C011,Imran Ali,Corporate,Dhaka,Corporate,Mohin Uddin,Online,9,45.03,10,40.53,364.74,306.0,58.74,Mobile Banking,Pending,,
ORD-1822,2023-01-22,2023-01,Q1-2023,P003,USB-C Hub,Electronics,C005,Kamal Pasha,SMB,Rajshahi,SMB,Mohin Uddin,Reseller,3,20.02,20,12.01,48.05,51.0,-2.95,Bank Transfer,Pending,,
ORD-1841,2023-01-23,2023-01,Q1-2023,P003,USB-C Hub,Electronics,C003,Rahim Uddin,Individual,Sylhet,Individual,Sabrina Noor,Direct Sales,8,20.02,15,24.02,136.14,136.0,0.14,Bank Transfer,Completed,2.8,
ORD-1794,2023-01-24,2023-01,Q1-2023,P011,Whiteboard,Stationery,C010,Riya Sen,SMB,Barisal,SMB,Sabrina Noor,Reseller,4,24.58,10,9.83,88.49,85.0,3.49,Mobile Banking,Completed,,
ORD-1853,2023-01-24,2023-01,Q1-2023,P004,Mechanical Keyboard,Electronics,C014,Parisa Begum,Corporate,Dhaka,Corporate,Rakib Islam,Online,10,67.47,0,0.0,674.7,467.5,207.2,Card,Completed,,
ORD-2262,2023-01-24,2023-01,Q1-2023,P011,Whiteboard,Stationery,C002,Farzana Islam,SMB,Chittagong,SMB,Rakib Islam,Online,16,26.58,5,21.26,404.02,340.0,64.02,Card,Completed,3.9,
ORD-1987,2023-01-25,2023-01,Q1-2023,P006,Office Chair,Furniture,C007,Tariq Hassan,Corporate,Khulna,Corporate,Sabrina Noor,Direct Sales,13,136.2,10,177.06,1593.54,1436.5,157.04,Mobile Banking,Completed,,
ORD-2363,2023-01-26,2023-01,Q1-2023,P001,Laptop Pro 15,Electronics,C010,Riya Sen,SMB,Barisal,SMB,Rakib Islam,Direct Sales,14,803.61,10,1125.05,10125.49,9520.0,605.49,Bank Transfer,Returned,3.7,
ORD-1276,2023-01-27,2023-01,Q1-2023,P011,Whiteboard,Stationery,C008,Mitu Begum,SMB,Chittagong,SMB,Arif Khan,In-Store,10,25.7,5,12.85,244.15,212.5,31.65,Mobile Banking,Completed,4.1,
ORD-1998,2023-01-27,2023-01,Q1-2023,P009,Notebook Set,Stationery,C010,Riya Sen,SMB,Barisal,SMB,Arif Khan,Reseller,2,5.92,10,1.18,10.66,8.5,2.16,Mobile Banking,Completed,3.0,
ORD-2290,2023-01-27,2023-01,Q1-2023,P001,Laptop Pro 15,Electronics,C002,Farzana Islam,SMB,Chittagong,SMB,Arif Khan,Reseller,13,886.67,10,1152.67,10374.04,8840.0,1534.04,Cash,Completed,,
ORD-2376,2023-01-27,2023-01,Q1-2023,P005,Monitor 27in,Electronics,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Arif Khan,In-Store,2,215.13,0,0.0,430.26,340.0,90.26,Card,Returned,3.2,
ORD-2271,2023-01-28,2023-01,Q1-2023,P010,Pen Pack,Stationery,C003,Rahim Uddin,Individual,Sylhet,Individual,Sabrina Noor,In-Store,14,3.03,20,8.48,33.94,35.7,-1.76,Cash,Completed,3.3,
ORD-1835,2023-01-29,2023-01,Q1-2023,P015,Sticky Notes Bulk,Stationery,C009,Nasim Chowdhury,Dhaka,Dhaka,Individual,Sabrina Noor,Reseller,1,7.42,5,0.37,7.05,5.1,1.95,Card,Pending,2.8,
ORD-1558,2023-01-30,2023-01,Q1-2023,P005,Monitor 27in,Electronics,C005,Kamal Pasha,SMB,Rajshahi,SMB,Dilnoza Haque,Online,8,227.06,0,0.0,1816.48,1360.0,456.48,Cash,Returned,,
ORD-2044,2023-01-31,2023-01,Q1-2023,P011,Whiteboard,Stationery,C015,Tanvir Ahmed,Rangpur,Rangpur,Individual,Dilnoza Haque,Direct Sales,16,29.22,0,0.0,467.52,340.0,127.52,Bank Transfer,Returned,2.8,
ORD-2494,2023-01-31,2023-01,Q1-2023,P009,Notebook Set,Stationery,C011,Imran Ali,Corporate,Dhaka,Corporate,Sabrina Noor,In-Store,4,5.49,10,2.2,19.76,17.0,2.76,Cash,Completed,3.9,
ORD-1167,2023-02-02,2023-02,Q1-2023,P013,Headset Pro,Electronics,C011,Imran Ali,Corporate,Dhaka,Corporate,Arif Khan,Online,14,79.41,0,0.0,1111.74,833.0,278.74,Cash,Returned,4.3,
ORD-2463,2023-02-02,2023-02,Q1-2023,P010,Pen Pack,Stationery,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Arif Khan,Direct Sales,14,3.61,0,0.0,50.54,35.7,14.84,Mobile Banking,Completed,,Defective
ORD-1270,2023-02-03,2023-02,Q1-2023,P008,Desk Lamp,Furniture,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Dilnoza Haque,Direct Sales,12,20.91,0,0.0,250.92,183.6,67.32,Cash,Completed,3.7,
ORD-1882,2023-02-04,2023-02,Q1-2023,P014,Filing Cabinet,Furniture,C007,Tariq Hassan,Corporate,Khulna,Corporate,Mohin Uddin,Direct Sales,1,104.13,0,0.0,104.13,76.5,27.63,Bank Transfer,Completed,,
ORD-2307,2023-02-04,2023-02,Q1-2023,P010,Pen Pack,Stationery,C012,Shapna Das,Individual,Mymensingh,Individual,Mohin Uddin,Reseller,8,3.45,10,2.76,24.84,20.4,4.44,Mobile Banking,Completed,4.0,
ORD-2012,2023-02-05,2023-02,Q1-2023,P012,Webcam HD,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Sabrina Noor,Online,13,45.58,20,118.51,474.03,442.0,32.03,Card,Completed,3.1,
ORD-2108,2023-02-05,2023-02,Q1-2023,P011,Whiteboard,Stationery,C005,Kamal Pasha,Rajshahi,Rajshahi,SMB,Mohin Uddin,Online,11,27.99,10,30.79,277.1,233.75,43.35,Card,Returned,,
ORD-2083,2023-02-06,2023-02,Q1-2023,P012,Webcam HD,Electronics,C011,Imran Ali,Corporate,Dhaka,Corporate,Mohin Uddin,Direct Sales,9,46.36,0,0.0,417.24,306.0,111.24,Bank Transfer,Completed,,
ORD-1421,2023-02-07,2023-02,Q1-2023,P003,USB-C Hub,Electronics,C014,Parisa Begum,Corporate,Dhaka,Corporate,Rakib Islam,Online,2,23.0,20,9.2,36.8,34.0,2.8,Cash,Completed,2.9,
ORD-1266,2023-02-08,2023-02,Q1-2023,P003,USB-C Hub,Electronics,C005,Kamal Pasha,SMB,Rajshahi,SMB,Dilnoza Haque,Online,13,19.86,10,25.82,232.36,221.0,11.36,Bank Transfer,Completed,2.6,
ORD-2184,2023-02-08,2023-02,Q1-2023,P005,Monitor 27in,Electronics,C012,Shapna Das,Individual,Mymensingh,Individual,Sabrina Noor,Direct Sales,16,237.22,0,0.0,3795.52,2720.0,1075.52,Cash,Completed,4.5,
ORD-1144,2023-02-09,2023-02,Q1-2023,P003,USB-C Hub,Electronics,C012,Shapna Das,Individual,Mymensingh,Individual,Mohin Uddin,In-Store,11,23.82,10,26.2,235.82,187.0,48.82,Mobile Banking,Pending,3.5,
ORD-1894,2023-02-09,2023-02,Q1-2023,P007,Standing Desk,Furniture,C012,Shapna Das,Individual,Mymensingh,Individual,Rakib Islam,Direct Sales,9,249.48,15,336.8,1908.52,1683.0,225.52,Card,Completed,4.7,
ORD-1404,2023-02-10,2023-02,Q1-2023,P004,Mechanical Keyboard,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Sabrina Noor,Online,17,57.28,5,48.69,925.07,794.75,130.32,Mobile Banking,Completed,3.3,Changed Mind
ORD-2306,2023-02-10,2023-02,Q1-2023,P009,Notebook Set,Stationery,C010,Riya Sen,SMB,Barisal,SMB,Mohin Uddin,Reseller,18,5.91,0,0.0,106.38,76.5,29.88,Cash,Completed,,Changed Mind
ORD-2113,2023-02-11,2023-02,Q1-2023,P004,Mechanical Keyboard,Electronics,C010,Riya Sen,SMB,Barisal,SMB,Rakib Islam,Online,2,55.7,10,11.14,100.26,93.5,6.76,Mobile Banking,Pending,2.9,
ORD-2179,2023-02-11,2023-02,Q1-2023,P015,Sticky Notes Bulk,Stationery,C014,Parisa Begum,Corporate,Dhaka,Corporate,Mohin Uddin,In-Store,16,5.82,0,0.0,93.12,81.6,11.52,Cash,Completed,,
ORD-2220,2023-02-11,2023-02,Q1-2023,P005,Monitor 27in,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Arif Khan,In-Store,14,195.58,0,0.0,2738.12,2380.0,358.12,Cash,Completed,4.0,
ORD-1123,2023-02-12,2023-02,Q1-2023,P006,Office Chair,Furniture,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Rakib Islam,Online,10,143.6,20,287.2,1148.8,1105.0,43.8,Card,Completed,4.5,Changed Mind
ORD-1460,2023-02-12,2023-02,Q1-2023,P002,Wireless Mouse,Electronics,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Rakib Islam,Reseller,18,13.69,20,49.28,197.14,183.6,13.54,Mobile Banking,Completed,3.1,
ORD-1613,2023-02-12,2023-02,Q1-2023,P001,Laptop Pro 15,Electronics,C014,Parisa Begum,Corporate,Dhaka,Corporate,Sabrina Noor,Online,15,990.67,10,1486.01,13374.04,10200.0,3174.04,Cash,Returned,3.1,
ORD-1331,2023-02-13,2023-02,Q1-2023,P011,Whiteboard,Stationery,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Dilnoza Haque,Online,17,30.56,0,0.0,519.52,361.25,158.27,Cash,Completed,,Changed Mind
ORD-1753,2023-02-14,2023-02,Q1-2023,P010,Pen Pack,Stationery,C003,Rahim Uddin,Individual,Sylhet,Individual,Dilnoza Haque,In-Store,6,3.24,0,0.0,19.44,15.3,4.14,Mobile Banking,Pending,3.4,
ORD-2140,2023-02-14,2023-02,Q1-2023,P005,Monitor 27in,Electronics,C003,Rahim Uddin,Individual,Sylhet,Individual,Dilnoza Haque,In-Store,8,210.4,15,252.48,1430.72,1360.0,70.72,Bank Transfer,Completed,,
ORD-2236,2023-02-14,2023-02,Q1-2023,P004,Mechanical Keyboard,Electronics,C008,Mitu Begum,Chittagong,Chittagong,SMB,Mohin Uddin,Direct Sales,14,61.08,15,128.27,726.85,654.5,72.35,Card,Completed,3.0,
ORD-1168,2023-02-15,2023-02,Q1-2023,P007,Standing Desk,Furniture,C008,Mitu Begum,SMB,Chittagong,SMB,Arif Khan,In-Store,8,244.62,20,391.39,1565.57,1496.0,69.57,Mobile Banking,Completed,4.3,
ORD-1197,2023-02-15,2023-02,Q1-2023,P010,Pen Pack,Stationery,C011,Imran Ali,Corporate,Dhaka,Corporate,Dilnoza Haque,Online,13,3.72,0,0.0,48.36,33.15,15.21,Cash,Completed,3.8,
ORD-1260,2023-02-15,2023-02,Q1-2023,P005,Monitor 27in,Electronics,C008,Mitu Begum,SMB,Chittagong,SMB,Arif Khan,In-Store,15,205.8,20,617.4,2469.6,2550.0,-80.4,Cash,Completed,4.5,
ORD-1623,2023-02-18,2023-02,Q1-2023,P005,Monitor 27in,Electronics,C015,Tanvir Ahmed,Rangpur,Rangpur,Individual,Sabrina Noor,Reseller,14,221.94,0,0.0,3107.16,2380.0,727.16,Cash,Pending,5.0,
ORD-2030,2023-02-18,2023-02,Q1-2023,P006,Office Chair,Furniture,C008,Mitu Begum,SMB,Chittagong,SMB,Mohin Uddin,Reseller,9,153.48,0,0.0,1381.32,994.5,386.82,Bank Transfer,Completed,2.9,
ORD-2362,2023-02-18,2023-02,Q1-2023,P014,Filing Cabinet,Furniture,C014,Parisa Begum,Corporate,Dhaka,Corporate,Dilnoza Haque,Reseller,10,95.25,10,95.25,857.25,765.0,92.25,Card,Returned,,
ORD-2422,2023-02-18,2023-02,Q1-2023,P013,Headset Pro,Electronics,C008,Mitu Begum,SMB,Chittagong,SMB,Mohin Uddin,In-Store,9,75.34,20,135.61,542.45,535.5,6.95,Card,Completed,4.7,
ORD-1993,2023-02-19,2023-02,Q1-2023,P014,Filing Cabinet,Furniture,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Mohin Uddin,Direct Sales,2,110.15,10,22.03,198.27,153.0,45.27,Cash,Pending,3.3,
ORD-2455,2023-02-19,2023-02,Q1-2023,P001,Laptop Pro 15,Electronics,C007,Tariq Hassan,Corporate,Khulna,Corporate,Rakib Islam,Online,10,989.77,10,989.77,8907.93,6800.0,2107.93,Card,Pending,,
ORD-1414,2023-02-20,2023-02,Q1-2023,P004,Mechanical Keyboard,Electronics,C005,Kamal Pasha,SMB,Rajshahi,SMB,Rakib Islam,Direct Sales,15,58.82,0,0.0,882.3,701.25,181.05,Card,Returned,4.8,
ORD-1953,2023-02-20,2023-02,Q1-2023,P006,Office Chair,Furniture,C010,Riya Sen,SMB,Barisal,SMB,Sabrina Noor,Reseller,16,131.89,5,105.51,2004.73,1768.0,236.73,Cash,Pending,3.0,
ORD-1020,2023-02-21,2023-02,Q1-2023,P010,Pen Pack,Stationery,C008,Mitu Begum,SMB,Chittagong,SMB,Mohin Uddin,Online,17,3.68,10,6.26,56.3,43.35,12.95,Card,Completed,4.2,
ORD-1044,2023-02-21,2023-02,Q1-2023,P005,Monitor 27in,Electronics,C007,Tariq Hassan,Corporate,Khulna,Corporate,Dilnoza Haque,Reseller,11,202.7,0,0.0,2229.7,1870.0,359.7,Bank Transfer,Completed,3.7,
ORD-1437,2023-02-21,2023-02,Q1-2023,P003,USB-C Hub,Electronics,C001,Ahmed Hossain,Corporate,Dhaka,Corporate,Arif Khan,Online,16,24.42,0,0.0,390.72,272.0,118.72,Bank Transfer,Returned,,
ORD-1094,2023-02-22,2023-02,Q1-2023,P005,Monitor 27in,Electronics,C010,Riya Sen,SMB,Barisal,SMB,Sabrina Noor,Direct Sales,10,211.1,10,211.1,1899.9,1700.0,199.9,Card,Completed,3.9,
ORD-2181,2023-02-22,2023-02,Q1-2023,P013,Headset Pro,Electronics,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Dilnoza Haque,Online,19,69.09,5,65.64,1247.07,1130.5,116.57,Cash,Completed,3.4,
ORD-1045,2023-02-23,2023-02,Q1-2023,P006,Office Chair,Furniture,C004,Nusrat Jahan,Dhaka,Dhaka,Corporate,Arif Khan,In-Store,3,153.97,15,69.29,392.62,331.5,61.12,Card,Completed,3.1,
ORD-1345,2023-02-23,2023-02,Q1-2023,P003,USB-C Hub,Electronics,C007,Tariq Hassan,Corporate,Khulna,Corporate,Mohin Uddin,Direct Sales,1,23.83,20,4.77,19.06,17.0,2.06,Cash,Completed,3.4,
ORD-1610,2023-02-23,2023-02,Q1-2023,P004,Mechanical Keyboard,Electronics,C004,Nusrat Jahan,Corporate,Dhaka,Corporate,Mohin Uddin,Direct Sales,20,61.92,5,61.92,1176.48,935.0,241.48,Cash,Completed,,
ORD-1703,2023-02-23,2023-02,Q1-2023,P002,Wireless Mouse,Electronics,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Dilnoza Haque,In-Store,11,13.54,0,0.0,148.94,112.2,36.74,Cash,Completed,3.7,
ORD-2107,2023-02-23,2023-02,Q1-2023,P014,Filing Cabinet,Furniture,C006,Sumaiya Akter,Individual,Dhaka,Individual,Dilnoza Haque,Online,18,98.38,0,0.0,1770.84,1377.0,393.84,Bank Transfer,Completed,3.3,
ORD-1627,2023-02-26,2023-02,Q1-2023,P005,Monitor 27in,Electronics,C010,Riya Sen,Barisal,Barisal,SMB,Arif Khan,Reseller,14,193.95,15,407.29,2308.01,2380.0,-71.99,Bank Transfer,Returned,,
ORD-2274,2023-02-26,2023-02,Q1-2023,P009,Notebook Set,Stationery,C015,Tanvir Ahmed,Individual,Rangpur,Individual,Arif Khan,Online,7,5.29,5,1.85,35.18,29.75,5.43,Bank Transfer,Completed,2.7,Wrong Item
ORD-1074,2023-02-27,2023-02,Q1-2023,P005,Monitor 27in,Electronics,C006,Sumaiya Akter,Individual,Dhaka,Individual,Mohin Uddin,In-Store,12,215.84,0,0.0,2590.08,2040.0,550.08,Card,Completed,,Wrong Item
ORD-1248,2023-02-27,2023-02,Q1-2023,P004,Mechanical Keyboard,Electronics,C010,Riya Sen,Barisal,Barisal,SMB,Mohin Uddin,In-Store,8,52.58,5,21.03,399.61,374.0,25.61,Card,Completed,4.8,
ORD-1336,2023-02-27,2023-02,Q1-2023,P003,USB-C Hub,Electronics,C005,Kamal Pasha,SMB,Rajshahi,SMB,Mohin Uddin,Online,6,22.1,5,6.63,125.97,102.0,23.97,Mobile Banking,Completed,4.0,
ORD-1505,2023-02-27,2023-02,Q1-2023,P015,Sticky Notes Bulk,Stationery,C011,Imran Ali,Corporate,Dhaka,Corporate,Rakib Islam,Direct Sales,12,6.42,15,11.56,65.48,61.2,4.28,Mobile Banking,Completed,3.4,Defective
ORD-1989,2023-02-27,2023-02,Q1-2023,P011,Whiteboard,Stationery,C006,Sumaiya Akter,Individual,Dhaka,Individual,Arif Khan,Direct Sales,9,27.78,5,12.5,237.52,191.25,46.27,Card,Completed,4.4,
ORD-1687,2023-02-28,2023-02,Q1-2023,P006,Office Chair,Furniture,C014,Parisa Begum,Corporate,Dhaka,Corporate,Dilnoza Haque,In-Store,11,154.94,0,0.0,1704.34,1215.5,488.84,Cash,Pending,,
ORD-2486,2023-02-28,2023-02,Q1-2023,P006,Office Chair,Furniture,C009,Nasim Chowdhury,Individual,Dhaka,Individual,Arif Khan,In-Store,8,132.27,0,0.0,1058.16,884.0,174.16,Cash,Completed,3.4,
ORD-1609,2023-03-02,2023-03,Q1-2023,P010,Pen Pack,Stationery,C006,Sumaiya Akter,Individual,Dhaka,Individual,Arif Khan,Reseller,6,2.87,0,0.0,17.22,15.3,1.92,Card,Returned,3.1,Defective
